Frequency (Hz)	Level (dB)
778.564453	-71.539536
779.296875	-69.931358
780.029297	-70.226456
780.761719	-71.218910
781.494141	-69.252243
782.226562	-70.097977
782.958984	-69.743614
783.691406	-67.942513
784.423828	-69.056984
785.156250	-69.515060
785.888672	-70.282463
786.621094	-68.934441
787.353516	-70.209244
788.085938	-69.974365
788.818359	-68.985138
789.550781	-67.949074
790.283203	-68.207558
791.015625	-68.241821
791.748047	-68.580231
792.480469	-67.154999
793.212891	-69.302841
793.945312	-69.318550
794.677734	-66.756058
795.410156	-67.972046
796.142578	-68.694855
796.875000	-67.629723
797.607422	-68.390846
798.339844	-67.138870
799.072266	-66.607201
799.804688	-68.447472
800.537109	-66.110046
801.269531	-66.538406
802.001953	-68.578880
802.734375	-65.407845
803.466797	-66.353119
804.199219	-65.745216
804.931641	-65.701599
805.664062	-66.109955
806.396484	-67.512764
807.128906	-66.718468
807.861328	-66.257271
808.593750	-65.594795
809.326172	-66.468643
810.058594	-65.714523
810.791016	-65.689171
811.523438	-65.910576
812.255859	-66.139961
812.988281	-65.390656
813.720703	-65.033119
814.453125	-63.432171
815.185547	-65.379036
815.917969	-64.902779
816.650391	-65.040634
817.382812	-67.360741
818.115234	-65.152351
818.847656	-66.330193
819.580078	-65.195374
820.312500	-65.845657
821.044922	-65.223457
821.777344	-66.231255
822.509766	-65.861191
823.242188	-66.736809
823.974609	-66.981621
824.707031	-64.758057
825.439453	-65.405342
826.171875	-65.630066
826.904297	-65.975830
827.636719	-65.016403
828.369141	-66.271683
829.101562	-65.068886
829.833984	-66.374046
830.566406	-66.076790
831.298828	-66.478928
832.031250	-66.505417
832.763672	-65.864670
833.496094	-65.498924
834.228516	-66.610992
834.960938	-66.762337
835.693359	-64.993179
836.425781	-65.341454
837.158203	-65.172089
837.890625	-64.953072
838.623047	-66.536415
839.355469	-65.147614
840.087891	-65.328789
840.820312	-66.803848
841.552734	-65.307671
842.285156	-66.225845
843.017578	-66.049553
843.750000	-68.075089
844.482422	-66.852715
845.214844	-65.527786
845.947266	-66.093895
846.679688	-66.380836
847.412109	-65.724945
848.144531	-65.747871
848.876953	-65.941559
849.609375	-66.525330
850.341797	-67.386292
851.074219	-65.943405
851.806641	-66.085068
852.539062	-65.426109
853.271484	-66.376625
854.003906	-66.895638
854.736328	-66.038910
855.468750	-66.737984
856.201172	-66.862289
856.933594	-67.250198
857.666016	-67.121346
858.398438	-67.042717
859.130859	-67.831215
859.863281	-68.021713
860.595703	-66.238640
861.328125	-67.885674
862.060547	-67.924080
862.792969	-66.860542
863.525391	-66.623955
864.257812	-66.865112
864.990234	-65.740021
865.722656	-65.595894
866.455078	-68.922638
867.187500	-68.544876
867.919922	-67.796814
868.652344	-69.183586
869.384766	-66.047325
870.117188	-66.199165
870.849609	-66.983467
871.582031	-67.356377
872.314453	-68.319534
873.046875	-66.815239
873.779297	-69.020088
874.511719	-70.489212
875.244141	-67.784294
875.976562	-68.057892
876.708984	-69.975113
877.441406	-70.718849
878.173828	-69.826485
878.906250	-71.064873
879.638672	-69.469536
880.371094	-70.445381
881.103516	-68.325066
881.835938	-67.335663
882.568359	-67.503227
883.300781	-68.647987
884.033203	-69.573334
884.765625	-72.322250
